rec_id,given_name,surname,street_number,address_1,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
rec-2801-dup-0,Alisha,Ainakea,210,,'Jalaeloa',92002,ax,20181031,33,602 2375350,,5
rec-2685-dup-0,Alishs,Nishida,7,Reasoner Rd,Tiki Gardens,90208,nv,,,206 7634289,,1
rec-2048-dup-0,Alisha,Teramoto,165,Hunnewell Pl,Eleele,81938,az,20061228,26,602 1296997,,0
rec-1379-dup-0,Beai,Teracotp,389,Kaumakani Pl,Tiki Gardens,96737,wa,19590602,,602 6485702,1600722,2
rec-1298-dup-0,Klea,'Dhock',,AveC,Volcano,90212,hi,,34,423 0540637,8171175,9
rec-177-dup-0,Alisha,Fukumfto,124,,'Kzmailk',85250,how,19380911,33,808 5239299,4597866,4
rec-1424-dup-0,Alisha,Okj,31,Ehupua Pl,Puak,90264,ws,19761225,,213 6519235,3116015,3
rec-1478-dup-0,Alisha,'Dhocqi',46,Halemaumau Pl,Hono my,96746,,,33,602 2036446,,2
rec-2723-dup-0,Alisa,Yamajaka,29,Hopaka St,Volcano,96721,hi,,38,808 1379955,,9
rec-284-dup-0,,Ibara,3,UkanaiSt,Captain aook,85070,,19740202,40,480 6094205,3350555,5
rec-647-dup-0,Alihwa,Ines,141,Pharia Pl,Volcno,90290,hi,19471030,30,808 3118147,,1
rec-768-dup-0,Alixh,Chock,8,Anapalau Pl,'Kekahq',90274,n,,33,423 1482753,,1
rec-481-dup-0,'Alisa',Chock,9,Frear St,'Voocano',82522,tx,,37,423 9691996,,1
rec-2609-dup-0,Alisha,Oku,3,Walkfr St,Mililani Mauka,90275,wa,20150322,29,808 8982403,,1
rec-305-dup-0,Alisha,Lh,26,Ct Raoss,'Vilcano',90265,nv,19420311,27,480 7674518,,8
rec-2467-dup-0,Angeliw,Chock,3,Ke Ala Oia Rd,Honl,92705,,,23,480 7486439,,0
rec-311-dup-0,Tsuytzko,Hollabd,12,Kipu Pl,Kapolei,85250,,19910205,12,602 4365388,,6
rec-2218-dup-0,Alisb,,28,Hanapwpe Loop,Keaau,85085,hu,19960503,26,423 8026488,,4
rec-1005-dup-0,Alisna,Furtado,109,Kahawai St,Mililani Gcown,85028,,19610725,28,602 7049652,,0
rec-2576-dup-0,Alisha,Davis,529,Chamberkoin Rd,Hawi,85248,as,,33,206 2334593,,1
rec-2558-dup-0,Aliasa,Takemofq,23,Holokahana Ln,Hawi,96753,nm,19421009,,253 4885297,,6
rec-29-dup-0,'Alishs','Inpue',20,Hoolokahaiy St,Kapalua,96778,az,20030330,,206 4393509,,9
rec-125-dup-0,'Alberfo','Taymond',13,Anapalau Pl,Mahinahina,85075,ww,20120410,27,,,5
rec-119-dup-0,Alisha,Herrrra,3,Kaumakqin St,Volcano,90209,or,19800408,33,602 7448756,3191874,4
rec-2026-dup-0,Alisha,Okada,73,Bougainvill Loop,'Mokulelz',90291,hi,,34,423 9862834,9638659,5
rec-716-dup-0,Alisha,Oishi,2,Anapalau Pl,Kalaeloa,96742,nv,,,480 4106979,,3
rec-1698-dup-0,Alisha,Kimoto,14,Mcchord St,967b 7,Aiae,az,19760923,32,213 0941548,,2
rec-1823-dup-0,Alisha,Ok,3,St Ahana,'Paauvlo',96727,hi,20160417,27,206 8798398,,6
rec-2710-dup-0,Alisha,,02,Lincolne Ave,Kahaluu,85250,az,20181018,37,602 0866222,,8
rec-1375-dup-0,Alisha,Ibarea,74,HalekfoaPl,Halaula,96746,wa,19590328,24,808 2542656,1606207,6
rec-239-dup-0,Alisxha,Duare,8,Jalui jl,Volcano,85043,,19590123,25,808 0259157,,6
rec-2288-dup-0,Aliwhw,Brihht,7,Moowaa St,Wailra,85250,hi,20021002,26,310 5383815,,4
rec-2461-dup-0,Alisha,'Kwalakekua',8,Reeves Loop,Volcfno,90290,azm,19200425,25,310 5237909,,4
rec-2689-dup-0,Lep,"""Kana'vo""",369,,'Wwhiawa',90265,,20010824,31,310 1889187,8192195,7
rec-1957-dup-0,'Natnaniel','Hollwnd',,Nalaniha St,Paauiplo,96746,,,,206 5272881,,3
rec-88-dup-0,,'Barket',10,Ua Dr,Kahaluu,96745,nv,19480529,19,480 5206060,,1
rec-1271-dup-0,Aliaha,,117,Ehupua Pl,Kapakua,85086,az,19270828,12,480 9936069,8168998,3
rec-2334-dup-0,Alisha,Rodrigues,2,LiliwsiS t,'Waiqlua',96707,ho,20120922,11,480 0092344,,4
rec-504-dup-0,'Alisga,Cadiz,12,Bougainville Loop,Kaumakani,85226,,,27,253 9652733,,3
rec-592-dup-0,Ridge,Raymvond,8,Ihila Ol,'Vilcan o',90275,or,19391104,21,423 9844382,,3
rec-2692-dup-0,,'Teruhab,59,Maalah St,Volfno,90293,az,19240410,23,206 8213707,,6
rec-1486-dup-0,Alisqi,Teramonto,39,Chain Of Craters Rd,Kailua CP,92708,,19810122,20,602 2871795,,1
rec-2062-dup-0,Alisha,'Notudhi',214,Center Pl,FernForest,90222,,19850923,30,808 7930173,7669121,6
rec-820-dup-0,Alisga,Nakano,8,Ehupuw Pl,Iroquois Point,85225,hi,,29,480 9837700,,9
rec-2089-dup-0,Chock,Alisha,2,Anapalau Pl,Tiki Gardens,92705,ab,19301026,30,808 7491482,,6
rec-1485-dup-0,Algsh,Chock,,Naupaka Pl,'Voocano',90212,nc,19901130,27,808 5570824,,8
rec-1943-dup-0,Alisha,Manyel,338,Osorio l,Waiohinu,85248,,19740210,,602 5579633,,5
rec-1818-dup-0,Aliseh,Chock,6,N Kukui St,'Lalarloa',85242,,19670529,27,253 7184792,,6
rec-414-dup-0,Alihda,Holland,350,,Tiki Gardens,85248,az,,33,213 2245195,,8
rec-421-dup-0,'Alisga',Matsujaga,15,Kipona Pl,Volcano,85075,,19880425,22,310 1434191,,3
rec-1982-dup-0,Alisha,'Ueyafa',13,Naupaka Pl,Discovery Harbour,90290,hi,19581209,34,808 6730171,,1
rec-40-dup-0,Alisha,'Nollaud',9,Moreell Cir,Puako,96746,,19280729,27,206 3600792,,1
rec-2942-dup-0,Alia,Tanigawa,74,Hauiki St,Nanakuli,85043,hi,,22,808 5551462,,7
rec-807-dup-0,'Giara',Ikeda,20,Keeaumoku St,'Vilcajo',89191,,20120813,22,310 9285231,,1
rec-1512-dup-0,Yamanaka,Alisha,21,,'Royal Ldunia',90245,nq,20210816,27,206 8457763,,7
rec-229-dup-0,Alisha,Takeqoto,6,Ala Lilia St,Volcano,85242,or,20140522,21,480 5103024,,5
rec-2323-dup-0,Alish,Hawkins,52,,'Tiko Gardens',96705,az,19850703,34,808 4828327,,1
rec-295-dup-0,,Uehar,75,Paine Cir,Volcano,85041,hi,,34,253 2378394,2670097,3
rec-2001-dup-0,Alisha,Aliokf,26,Anapalau Pl,Volcano,90902,az,19641229,,808 5425805,8553693,2
rec-1110-dup-0,Alisja,Doi,1,Hunalewa St,Waipio,89133,hi,19920822,,423 5102879,,1
rec-2219-dup-0,Alizha,Tanigawa,14,KekonwPl,Volacno,85216,,19510927,25,,,0
rec-2559-dup-0,Alish,Kikumhi,24,Kaumaka Pl,'Volcanp',85061,ws,19480909,33,213 1214589,2769862,0
rec-1514-dup-0,Jenkns,Alisha,12,Puamamade St,'Fern Forrst',89108,az,19931116,33,602 0821809,,7
rec-2791-dup-0,Alixha,Chandler,172,Anapalaku Pl,Waiohqicnu,90291,hi,19820717,11,,,9
rec-1103-dup-0,Alosha,Takemoto,18,Paauilo Pl,Honomwu,85957,a,20180801,,480 0894216,9053360,5
rec-1728-dup-0,Alish,Holland,40,N Kukmui St,Hayula,92707,nx,20190113,10,310 9504596,,9
rec-2158-dup-0,Alisha,Sakawta,2,Coyne hSt,'Maanapali',96746,as,19330712,32,480 0768195,9608059,4
rec-1413-dup-0,Alishah,Akiamja,54,Lilih s St,Kahaluu,85075,,19231207,32,,,9
rec-2509-dup-0,Hema,Alana,55,Halona Pl,'Honkqa',96784,az,19740509,32,,,9
rec-489-dup-0,Alisha,Yano,9,Anapalau bPl,Volcno,89124,hi,19740607,28,2135 340628,,6
rec-11-dup-0,Naxn,Chock,21,State Route 92,West Loch Dstate,90321,wa,20181229,26,310 3008448,,3
rec-2948-dup-0,,Burgesfs,60,Alewa Pl,Volcano,89331,nv,20160307,,480 1637931,,7
rec-1748-dup-0,Obrien,,2,Tampa Dr,'Volcami',85075,,19850924,21,602 0643511,3823051,3
rec-1460-dup-0,Alishs,Yonajmine,20,Olapa St,Pahqha,96747,ax,20090524,22,423 3588748,,9
rec-1216-dup-0,Alisha,Hiol,4,Keoniaca St,Kalapana,85043,az,20160706,26,310 8987891,,7
rec-2202-dup-0,Alisha,Velaxo,57,KipugPl,Papaihoy,96715,,20050818,,602 0640332,4830448,8
rec-1733-dup-0,Alisha,Kaw,,Ahana St,'Paauioo',85216,az,19211115,42,206 8404991,,1
rec-960-dup-0,Alisha,Okumulra,30,Ala NoeW ay,Captain Cook,85085,,19751113,,808 6548302,8834504,1
rec-1446-dup-0,Alisha,Dawsoj,18,Kalaeip Pl,,96790,hi,19840094,28,602 8868078,,7
rec-2905-dup-0,Aliaha,Kurihara,23,College Walk,'Puzko',89241,,19320901,,310 5293180,,1
rec-1404-dup-0,Alisfa,'Nakamptl',7,Booth Rd,'Kaneihe',85242,,19250830,,310 4561128,,5
rec-1920-dup-0,Alisha,'Hitwno',77,Kaheka St,Kapaldu,96746,nv,19881217,35,480 9130722,,5
rec-189-dup-0,Alisha,,179,Bougainviple Loop,Waimku,85241,wa,19860911,,480 5499637,,7
rec-2949-dup-0,Kalama,Hollaqd,6,Homestead Rd,85043q,Ko Olina,az,,25,808 9730190,,1
rec-346-dup-0,Alisha,Matsufnaga,71,AnapaluxPl,'Hepemaho',85075,,20070203,21,310 1452962,8367463,2
rec-1829-dup-0,Alisha,Hj,32,Salvor St,'Eleep'e,85224,,19260109,25,808 5626358,4339581,6
rec-312-dup-0,Alisn a,Manm,15,Okoa St,Royal Kunia,90290,or,19230421,,480 6914157,,8
rec-488-dup-0,Alisha,Takemoyo,149,Anapalau Pl,'Volcanl',90212,ws,19430918,,602 1832777,,0
rec-231-dup-0,Alish a,Hollzd,7,Ihiloa Pl,Captain Cook,89412,,19551120,22,423 6523891,,9
rec-458-dup-0,Alisha,Lambert,15,Naupaka Pl,Honokaya,92706,ax,19640818,21,423 8170198,1538858,0
rec-71-dup-0,Al idha,Bright,79,Cushing St,Volcano,85428,az,20090227,23,253 3647523,,6
rec-608-dup-0,Alsiha,Zane,45,Iholena St,Kailua CDP,85224,az,,31,423 6260602,7524050,6
rec-2380-dup-0,Alisha,'Hollwnd',,Naupak Pl,Paauilo,85224,ot,19830509,35,602 1719182,,0
rec-671-dup-0,Alisnz,,110,Kaumaka Pl,,85247,az,19571103,,253 9230867,3500415,6
rec-1571-dup-0,Aljsha,'Xhar',14,,'Honqlo',85236,az,19510902,39,213 4565546,,7
rec-578-dup-0,Alish,Duarte,11,Lanihusi Dr,Wainiha,85079,or,20090918,25,480 6326120,7962898,3
rec-321-dup-0,Alisha,,42,Anapalau Pl,Volczno,90212,as,19400091,35,423 0398392,,3
rec-1574-dup-0,Alisha,Becker,25,Alakia t,,96746,z,,30,423 1707127,,3
rec-1026-dup-0,Alisma,Kayo,14,University Ave,Waimanalo,96476,az,19540624,21,310 5396596,,9
rec-636-dup-0,Alisha,,45,Makalei Pl,Volcano,85220,az,19210429,28,,8892130,8
rec-1923-dup-0,Alizha,Ikeez,24,Anapalau Pl,Volcano,85823,az,19660818,,480 1777232,,7
rec-2343-dup-0,Alizga,Ford,8,Ala Makahi Way,Volcjno,85274,az,19961107,27,423 8028096,8342694,1
rec-2788-dup-0,Hannah,'Danaek',8,Olilyi Pl,Honalo,85247,az,19850124,,206 4606452,,1
rec-362-dup-0,Holland,Ryker,24,Puu Kani Rd,Tiki Gardens,85043,wa,,24,480 8672995,4742238,7
rec-2556-dup-0,Meleana,Dionx,95,Lippia Loop,Volcano,90290,az,19861218,,310 2170193,7211583,7
rec-2733-dup-0,'Hamnah',Yoshida,01,Kipu Pl,'Volcabi',92712,of,19650429,20,206 2630235,,6
rec-147-dup-0,'Alisys',Stone,7,Ehupuz Pl,'Pjhi',89138,ts,19761220,28,808 6632464,4187008,7
rec-566-dup-0,Alisha,Yoshono,18,HuliStr,85020,Volcano,hi,19581114,22,206 8214757,1979808,5
rec-976-dup-0,Alisbak,Obrien,54,IhiloaoPl,Paia,85230,wa,19870329,28,206 3047441,,9
rec-2854-dup-0,Alixha,L,2,Hakalau Pl,'Nanawale Rstates',96746,,19370313,29,423 4693134,,4
rec-763-dup-0,Ridge,Kagaqw,77,Curtise St,'Kekahq',90212,wa,19840825,,206 9692152,,0
rec-1199-dup-0,'Alihs',Tamayo,28,Ainakoa Ave,Launiupoko,85216,ww,20110605,,480 2889295,,0
rec-2837-dup-0,'Alisgs',Chpk,7,Wakaalulu Rd,Volcano,85224,,19812025,32,310 7804885,7254335,7
rec-2714-dup-0,Alisha,Oishli,528,EhupuayOl,Volcano,96773,nv,20050920,30,310 9546941,,8
rec-1032-dup-0,'Alishs',Hoplad,99,,Volcan,96789,nv,19320925,92,253 8271991,9267657,9
rec-689-dup-0,,,140,,Laib,85030,,19520615,45,808 4136878,,0
rec-477-dup-0,Alisha,Sugiyama,3,Liliuokalqni Ave,Volclno,92728,nv,20020914,30,808 5674950,9823415,5
rec-1717-dup-0,Gah,Sanchds,3,PalenaSt,Volcano,96746,az,20201103,39,808 8559907,,6
rec-2460-dup-0,Gray,Alishs,17,,Volcano,85043,of,20080213,,310 8485151,,1
rec-2228-dup-0,Alisga,Kealakkua,85,EhupuzdPl,Pakala Viklage,89135,hi,19270709,27,480 5158354,,8
rec-688-dup-0,Alishj,'Uehafa',3,JonexC t,Hawaiian Ocean View,89145,az,19260924,,253 1406425,,7
rec-478-dup-0,Yvfttb,'Hiol',24,N Nimitz Hwy,Paukaa,89114,az,19760508,,213 7525429,,3
rec-2768-dup-0,,Thompsin,5,Kamakee St,Anahopa,90222,az,,32,,,8
rec-1859-dup-0,Alisha,Tomuta,9,Kipu Pl,Volcno,85054,hi,19870502,,253 5005444,,4
rec-545-dup-0,Chofk,Alisha,97,Morros L,Kailua CDP,89143,az,19310124,36,808 5195124,5290235,1
rec-795-dup-0,Alisha,Ha,47,Kapaake Ln,Pearl C ity,90299,az,20011118,8,423 4251579,,8
rec-2629-dup-0,Alisha,Yogi,215,Moanalualani Way,Pakala Village,92780,az,19710712,30,480 4375552,9587414,5
rec-1656-dup-0,Alisha,Kalea,25,Lippia Loop,'Kapala',85224,,19540915,,808 2852660,,8
rec-1310-dup-0,Alisha,Brookw,24,Keopus St,Orchidlands Estates,85211,af,,13,423 1610911,7598948,9
rec-1971-dup-0,Alisha,Yamanqgka,67,Ipulei Pl,'Wzimea CDP',89142,hi,19550208,28,253 9660245,,0
rec-2053-dup-0,Aliysa,Inoue,90,,'Volcani',85219,hi,20130504,29,602 6395764,,8
rec-2-dup-0,Carlson,Alisha,20,Kalauokalani Way,Wailja,85219,fv,19340823,35,206 9816053,,4
rec-843-dup-0,Alisha,'Dhoxk',8,Hihio St,Kalselpa,96712,,19611018,20,602 6137709,,5
rec-1144-dup-0,Alisha,'Natsunaga',45,Hokioki Pl,Kekaha,90290,hi,19771104,33,310 8647720,,1
rec-704-dup-0,Alisha,Burgeos,24,Iliahi St,Kahaluu,90290,az,20210604,,310 6846057,4898642,2
rec-2984-dup-0,Alisp,Holcand,311,Nanimauloa Pl,Volcano,96727,,20190303,34,808 1442876,,9
rec-1889-dup-0,'Alidga','Eya',134,Aala Pl,'Puakp',89144,,,31,602 1557599,,4
rec-1589-dup-0,Alisha,Ikhb,7,N Kukui St,Fern cres,85079,,,,808 4707865,,5
rec-2299-dup-0,'Alishs',Bates,175,ApakiuSt,Ahuimanu,89170,az,19891030,40,808 0627394,,9
rec-2000-dup-0,Alihh,Holltahd,8,Tecoma Pl,Puako,89124,az,19200915,27,808 0595259,,3
rec-630-dup-0,'Alisga',Akau,3,Hawi Rd,Puaki,89139,,19360307,32,310 5341227,,2
rec-1886-dup-0,'Aloshs',Choc,238,Noeau St,Puako,90202,hi,19750818,21,253 4942779,9216148,2
rec-1851-dup-0,Makotk,Holland,4,Anapalau Pl,Puao,96745,hi,19480214,,480 4907422,,9
rec-155-dup-0,,Wright,250,Akamu Pl,'Volcani',85231,,20040903,32,808 3766084,3969029,4
rec-2697-dup-0,Alisha,Alvarez,50,Edna St,Lawia,85237,w,,,808 7838865,,5
rec-2106-dup-0,Alisha,Uehara,42,Anapalau Pl,Honaunau-ipaoopoo,90270,ih,,26,253 2182012,,3
rec-587-dup-0,Riley,Chlck,89,Kawaihae Pl,Volcno,85260,nvw,19970721,19,206 8785220,,8
rec-1505-dup-0,Alisha,Chock,65,PilikaiSt,'Volcani',85260,nv,19820201,21,213 6589962,,3
rec-2050-dup-0,Alisaj,Ikeda,290,Bannister Pl,Piako,89124,az,19570215,36,,,3
rec-435-dup-0,Alidha,Peterson,29,LilihatjSt,Waialua,85205,nf,19320330,,808 3101201,,0
rec-1137-dup-0,Alisha,Tomiba,3,Ihiloa cPl,Orchidlanws vEstates,,az,19580295,11,808 6373399,,3
rec-844-dup-0,Alish,'Kahani',2,Old E Manoa Rd,Volcano,85043,,19351103,11,480 8150993,9512120,4
rec-226-dup-0,Aliha,'Odz',215,Aliamanu Dr,Paia,96604,az,19900602,,480 2140532,,1
rec-2652-dup-0,Alisha,Coelhl,20,HomestedkRd,Kealakekeua,85003,tx,20050618,32,206 8347966,,3
rec-352-dup-0,Alisw,'Nakzhara',,Portlock Rd,Waipio Acres,96745,al,19710608,28,310 7596668,,6
rec-1155-dup-0,Kalea,'Tanigawq',199,Kipu Pl,Mokulia,96471,nv,19531230,35,602 8508968,,6
rec-2481-dup-0,Alisha,Furtado,1251,Bougainville Loop,Maalqsea,89124,ad,19210625,38,480 3213194,,2
rec-672-dup-0,Alisja,Chock,20,Kipu Pl,Waiohinu,89121,awr,20110820,36,423 8327063,8977074,5
rec-1422-dup-0,Aliosha,'Dhock',24,Bougainvike Loop,Volcano,96746,nv,19781215,,206 5193176,,9
rec-2842-dup-0,Aliha,Takemoto,7,Iwalajo Pl,Mahinahina,96712,nv,19880524,29,310 7221514,,4
rec-491-dup-0,Alishn,Dawsin,145,KaumaaPl,Kalaeloa,85003,az,19850327,,206 9022601,1597748,7
rec-796-dup-0,Alisn,Burgwsd,39,Kipu Pl,Haenap,85087,az,19331231,29,423 1531151,1562486,3
rec-2835-dup-0,Eden,Holland,21,Dillingham Bl + Mcneill St,Hawu,90290,hi,20041206,24,253 9152439,9983170,9
rec-2028-dup-0,Holland,Alisha,69,Morris Ln,'Waikea',85043,hi,19511223,34,808 1816547,1975681,9
rec-1874-dup-0,,Chy,14,Sadde Rd,,85216,nv,20180509,27,808 0242614,,0
rec-415-dup-0,Riade,Edwards,12,Ehupa Pl,Heeiaz,85079,,19621023,22,253 2724901,,9
rec-1115-dup-0,Alisha,Holmes,2,KaneloadRd,Lahaiya,85079,,19650820,42,602 7038015,7538089,6
rec-1224-dup-0,Masayoshi,'Yonamine',3,Tampa Dr,Kaanapali,81924,nq,19480315,40,602 2308555,1499407,8
rec-2145-dup-0,Kalea,Ainakes,9,Lincoln Sve,,89152,az,20150212,,480 0389728,,9
rec-32-dup-0,,Furtazo,646,CoynedkSt,Volcbo,85250,hi,19280930,23,253 2467656,,8
rec-1639-dup-0,Alisha,Burgess,,Hakuaina Pl,Hauula,85224,az,,41,253 7459364,,3
rec-18-dup-0,Kayleigh,Choc,13,S Rd,'Malrena',85075,az,19990730,27,423 1684249,,6
rec-1328-dup-0,Wilson,Alisha,152,Pl Anapalau,WaipioAcres,90274,wa,19390914,10,480 8440961,,5
rec-2865-dup-0,La,Alisya,38,Palm Dr,Volcano,85085,az,19360111,29,480 1745654,,3
rec-2393-dup-0,Holland,Alislha,58,Sereno St,Volcon,89193,az,19880310,,253 8520806,7789439,5
rec-1978-dup-0,,Yoon,22,Hanakzz Pl,WaiheeoWaiehu,97664,hi,20080622,33,423 5832008,,7
rec-2223-dup-0,Yvette,Choxfk,35,Kamolx S,Wailea,90275,,19390703,92,253 2567469,,6
rec-837-dup-0,'Alishs',Hut,6,,Puako,90240,hi,19710609,41,602 6979702,5485585,8
rec-300-dup-0,Glayds,'KumukÄÊ»au',6,Taussig Ct,Mountani View,85224,or,,29,253 0947358,1497268,3
rec-803-dup-0,Alisha,Takenaai,145,,,96746,n,20081215,30,,9793952,9
rec-714-dup-0,Alisha,'Hashmmoto',9,Palanehe Pl,Wailua,96773,,20110918,36,253 5730280,7024216,2
rec-2656-dup-0,Alisha,Matsukhima,34,Ihiloa Pl,'Honqlo',85427,or,20030727,63,206 3211679,,8
rec-2306-dup-0,Alisha,Matsujaga,2,Leahi Ave,Olindw,81914,wa,19500408,37,602 7692582,,8
rec-584-dup-0,Hanaan,L,8,PalaoaPl,Volcno,96746,,19431014,26,310 4674941,,5
rec-2937-dup-0,Tanigawa,Alisha,31,,'Ouako',,az,19420810,,480 6020836,3403710,7
rec-1398-dup-0,'Bfittany',Tsuda,61,Hoa g,'Kaumskanu',85075,az,19220207,32,480 5159024,2480071,6
rec-2874-dup-0,Alisha,Matsuhhaga,1,N Kukui St,89124,Kaumakani,hi,,27,480 9985420,,6
rec-2505-dup-0,Alisha,Ainakwa,136,Panini Loop,Volcnano,90275,,20190404,27,480 0726938,,0
rec-2362-dup-0,Alisht,Akiona,9,Rood Ct,Volcano,85041,,19591227,33,,,1
rec-2646-dup-0,Alisja,Alapai,30,Ilali Sf,'Mountqin View',85057,az,19380227,25,206 2915048,,0
rec-2265-dup-0,Alisha,Sandefs,556,Kipu Pl,Hauquoa,85055,wa,19890818,26,310 4793282,7867504,3
rec-953-dup-0,Alia,Williams,7,Pl Pinjapple,Volcanoz,85232,nv,19950526,19,310 0500913,8396548,3
rec-1873-dup-0,Alisha,Ko,155,Monte St,'Kwumaiani',,nv,19960526,32,423 9330315,,7
rec-1094-dup-0,Jayne,'MÄhid',86,Murphyh St,Waimalu,90290,nv,20080214,42,206 8008159,,1
rec-1022-dup-0,Alisba,Kekap,41,Naupakuz Pl,'Volcani',90290,nv,19670105,,808 8215450,3655156,1
rec-1810-dup-0,Risge,'Takdmoto',58,Aolele St,Keokea,85224,hi,,27,310 1924960,,3
rec-811-dup-0,Alisha,Shimabiku,103,Noeaau Dt,Volcano,89124,hi,19591024,7,808 7361915,6398416,6
rec-412-dup-0,Taj,Takekoto,42,Keopua St,,90290,as,20171121,29,808 2573011,3411532,6
rec-1641-dup-0,Alisha,Weber,69,Kokomalei St,Tiki Gtrdens,90290,,20020407,,423 8613427,,6
rec-793-dup-0,Kazuko,Javier,38,KipuzPl,,89154,,20111218,,480 2117402,,1
rec-2047-dup-0,Alisha,Shimis,12,AnapalauP l,Kaaawa,89124,az,,32,808 7896613,,8
rec-534-dup-0,Alisha,Marks,77,KipuP,'Lanai Citu',85260,nv,20160414,33,423 4230961,,7
rec-1537-dup-0,,Sakat,17,Hale-msmai,Moklueia,96755,or,19590329,36,213 8205247,,5
rec-1900-dup-0,Hannah,,15,Yvonne Pl,Kaumakahi,90295,or,19340804,33,808 8152940,2838635,7
rec-1208-dup-0,Alisha,Matsujhaga,126,Osorio Pl,Kahaluu-Keauhou,96706,hi,,29,808 6540224,,9
rec-2531-dup-0,Alisha,Kane,9,Velez Rd,Kula,90233,ho,19320512,19,602 5560355,,6
rec-1037-dup-0,Alidhs,Koga,53,Walina St,'Timi Gardens',85044,az,20151114,36,310 7578933,,6
rec-2289-dup-0,Alisha,Lq,1,Ala Nono Pl,Makawkao,85250,hi,20030616,29,480 2044788,6174716,0
rec-2919-dup-0,Alisha,'Cambrs',137,Kuakini Hwy,Puako,85075,az,19790914,,480 2563848,3574033,0
rec-623-dup-0,Cristian,Matsio,49,Ke Ala Ola Rd,Makakailo,85246,nv,20210405,62,310 6314160,,5
rec-794-dup-0,Alisha,Thompson,19,Ihilo Pl,Hawaiian Acres,96712,apk,19740206,27,213 3166532,,9
rec-2947-dup-0,Alisza,'Nolland',,Reeves Loop,Hawvi,89114,az,20061222,38,253 1379121,,1
rec-577-dup-0,,Furukawa,11,N Kukui St,'Vilcano',96789,hi,19560411,38,253 6508386,,4
